energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
834.848,0.003,99.976,0.001,,834.848,,0.0,E2,,,2.40E-4,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
511,,0.00000114,,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
0.597,,0.646147937693664,0.1292450844079582,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
5.406,,7.645315653102746,0.1384007448547676,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
5.415,,15.017316152234818,0.26166050696107696,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
5.966,,3.050390240998436,0.06169283740065311,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01
5.966,,3.050390240998436,0.06169283740065311,,,,,,,,,,25,29,Mn,,0,,3+,312.20,,20,d,26974080,17280,EC+B+,100,,1377.1,10,24,30,Cr,20-Jun-2014,YANG DONG and  HUO JUNDE,2026-06-01

